labels,text,lang
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,english
ham,"Ok, lor...",french
spam,Ranton ????: ???????? ?????? ??????? ?? UKsans ????? ??????? ???? ?? ???? ?? ????? ???????? ?? ?????? ?????! ?? ????? ???? ?? ????? ??.,hindi
ham,I was slept that time.you there?,english
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,english
ham,"????? ???? ?? ??? ????, ???? ???? ?? ?? ??? ?? ??? ?????.",hindi
ham,???? ????. 019898789 ??? ???? ????? ?? ?????! ",hindi
ham,Am not interested to do like that.,english
ham,??? ??????? Tlt;#gt; ?????,hindi
ham,"Immer noch Chance dort. Wenn Sie hart suchen, werden Sie es bekommen..let haben einen Versuch :)",german
ham,"Ok, aber nicht zu früh, ich habe noch ein Projekttreffen.",german
ham,Yup ü not comin :-(,english
ham,"Not sure yet, still trying to get a hold of him",english
ham,Et celui-là alors?,french
ham,Pas besoin de ke qi... Ü trop s'ennuyer izzit y soudain thk de cette...,french
ham,So are you guys asking that i get that slippers again or its gone with last year,english
ham,Den wat wird ein Zeitplan für die Sonne?,german
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",english
spam,87077: 2??? ???????? ?? ??? ?? ??? ???? ???? ?? ???? ??? ?? ?,hindi
ham,Was gibt es da. Dont u wollen schlafen,german
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,english
ham,Wa... U so efficient... Gee... Thanx...,english
ham,"4 heures à la mienne, juste pour écraser un plan plat.",french
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,english
ham,Il y a quelqu'un que je veux que tu voies.,french
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",english
ham,S:-)if we have one good partnership going we will take lead:),english
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",english
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,english
ham,Il n'y en a généralement pas. C'est un nom innommable - u dans le dictionnaire.,french
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,english
ham,"LOL, das wäre eine tolle Rache.",german
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,english
ham,Darf ich dich später anrufen?,german
ham,"Jetzt duschen, aber ja, ich gehe, wenn ich fertig bin.",german
ham,??? ????... ??? ????? ?? ???? ?? ??? ? ?????...,hindi
ham,?? ????? ??????? ???????? ?? ?? ??????? ??????? ?? ???? ?? ?? ???? ??????? ?? ?? ?? ????? ???? ?? ??? ???? ????? ???? ?? ?,hindi
ham,How abt making some of the pics bigger?,english
ham,Are you going to wipro interview today?,english
ham,L'homme chanceux... peut alors économiser de l'argent...,french
ham,L'esprit blastin.. Plus de Tsunamis se produira à partir de maintenant.. Rajnikant arrêté de nager dans l'océan Indien..:-D,french
ham,Avez-vous entendu parler de ce travail? Je vais à cette faune parler encore ce soir si vous voulez2come. C'est que2worzels et un wizzle ou quoi que ce soit?!,french
ham,"K, ich kümmere mich um etwas.",german
ham,"???, ??? ?? ??????? ?? ??? ??? ?? ???? ?? ????? ?? ??? ???.",hindi
ham,"??? ??? ?? ??? ???, ??? ???? ?? ?????",hindi
ham,Ich bin gerade zu &lt;#&gt; gekommen.,german
ham,???? unw ???? ????? ?? ?? ???,hindi
ham,?? ??? ???? ?? ??? ????? ????,hindi
ham,"Okey Dokey, ich werde in ein bisschen vorbei sein, um ein paar Sachen auszusortieren.",german
ham,?????? ????. ??? &lt;#gt; ??.,hindi
ham,"Liebe hat ein Gesetz; Machen Sie glücklich die Person, die Sie lieben. In der gleichen Weise Freundschaft hat ein Gesetz; Machen Sie nie ur Freund fühlen sich allein, bis Sie leben....",german
ham,Fffff. Can you text kadeem or are you too far gone,english
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,english
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",english
ham,??? ???? ??? ?? ?? ??? ?????? ?? ??? ???.,hindi
ham,"Müllsäcke, Eier, Marmelade, Brot, Hannaford Weizenchex",german
ham,"Oh, ok, wir setzen uns hin.",german
ham,??? ????? ?? ?? ?? ??? ?? ??? ???? ???? ??? ??? ??!,hindi
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,english
ham,"Hy, ?? ????? ??? ??? ???? ?? ????????? ?? ??? ?? ??? ?? ???",hindi
ham,"Ich werde gegen 16 Uhr im Büro sein, jetzt gehe ich ins Krankenhaus.",german
ham,Guai... Ü shd haf l'a vu quand il est coquin... Ü si libre aujourd'hui?,french
ham,?? ??? ???. ??? ???? ??? ??. ????? ??? ?? ??? ?? ?????? ????;# wgt; ??? ???: //,hindi
ham,"Tu ne fais rien, alors tu ne dînes pas avec nous?",french
ham,"My planning usually stops at ""find hella weed, smoke hella weed""",english
ham,I liked your new house,english
ham,"Not for possession, especially not first offense",english
ham,That's y we haf to combine n c how lor...,english
spam,SMS DIENSTLEISTUNGEN Für Ihre inklusiven Text Credits pls gotto www.comuk.net login 3qxj9 abmelden mit STOP keine zusätzliche Hilfe 08702840625 comuk.220cm2 9AE,german
ham,Ne me donne pas ce caïd de la lèvre,french
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought?braindance?a comp.ofstuff on aphex?s ;abel,u hav2hear it!c u sn xxxx",english
ham,??? ???? ??? ?? ????? ??? n ?? ??? ?? ?????? ???? ?? ????? ??...,hindi
ham,Oh k:)après ce placement là-bas ah?,french
spam,"MESSAGE GRATUIT Activez vos 500 messages texte GRATUITS en répondant à ce message avec le mot GRATUIT Pour connaître les conditions générales, visitez www.07781482378.com",french
ham,?? ?? ???? ???... ???? ??? ?? ?????,hindi
ham,"Du solltest dir mehr Hühnerbrühe besorgen, wenn du Ramen willst, es sei denn, es gibt ein paar, von denen ich nichts weiß.",german
spam,?? ?????? ?? ??? ?? ?? ?? ????? ?? ???? 3 ????? ???????? ??? ?? ?? ??? ???...,hindi
ham,It certainly puts things into perspective when something like this happens,english
spam,Cher U've a été invité à XCHAT. C'est notre dernière tentative de contacter u! Txt CHAT à 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 ans,french
ham,??.,hindi
ham,Tut mir leid für die Verzögerung.,german
ham,Yuem ??? ??????? ?????? ?? ??? ???? ??????? ?? ?????? ???.,hindi
ham,"Schrecklich u essen Macs essen, bis u vergessen mich bereits Ritus... U nehmen so lange 2 Antwort. Ich thk es ist mehr Toot als b4 so b vorbereitet. Jetzt wat soll ich essen?",german
ham,"Est-ce que tu as réparé les dents?Si tu ne le fais pas, prends soin de toi.",french
ham,Je cherche toujours une voiture à acheter et je n'ai pas encore passé le 4e test de conduite.,french
ham,??? ?? ???? ?? ????? ??? ?? ?????,hindi
ham,?? ?? ??? ??...,hindi
spam,"Herzlichen Glückwunsch! 2 mobile 3G Videophones R yours. rufen Sie 09063458130 jetzt! videochat mit Ihren Kumpels, spielen Java-Spiele, Dload-PolyPH-Musik, noline rentl.",german
ham,Ich habe eine ziemlich prominente Bissmarke auf meiner rechten Wange,german
ham,???. uguti ?? ???? ???????? ?? ????.,hindi
spam,Als registrierter Abonnent yr ziehen 4 ein £100 Geschenkgutschein wird bei Erhalt einer korrekten ans eingegeben. Wann sind die nächsten olympischen. Txt ans zu 80062,german
ham,"Aight, text me tonight and we'll see what's up",english
ham,"?? ???, ???? ??? ?? ?? ?? ????? ????? ?? ???? ???? ???",hindi
ham,N'oubliez pas aussi d'obtenir le bol de Dobby de votre voiture,french
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,english
ham,"??? ??????? ???? ?? ???? ?? ?? ??? ???, ?? ???? ????? ?? ?? ?????? ????? ?? ???? ??? ????? :)",hindi
ham,We still on for tonight?,english
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,english
ham,Das ist cool. Ich mochte Ihre Fotos. Sie sind sehr sexy!,german
ham,Wo soll ich die herkriegen?,german
ham,Eigentlich habe ich meine alte Website gelöscht..now bin ich Blogging bei magicsongs.blogspot.com,german
ham,Ich bin zu Hause.,german
ham,Vrai chérie..j'étais assise pour prier le soir et je me suis sentie ainsi.,french
ham,J'ai dit qu'elle croyait toujours.,french
ham,"Merci pour le conseil, bonne nuit, je vais essayer de dormir...",french
ham,have * good weekend.,english
ham,Ü keine Hausarbeit zu tun...,german
ham,J'espère que c'est le résultat d'être toujours intelligent et gentil. Commencez à lui poser des questions sur les liens du stage et gardez vos oreilles ouvertes et tout le meilleur. ttyl,french
spam,PRIVÉ! Votre relevé de compte 2003 pour les montants de 800 points S.I.M. non remboursés. Appelez le 08718738001 Code d'identification: 49557 Expire 26/11/04,french
ham,1's reach home call me.,english
ham,?? ?? ????? ??? ?? ??? ??. ?? ????? ??? ??.,hindi
spam,PRIVATE! Ihre 2004 Kontoauszug für 078498****7 zeigt 786 unerlöste Bonuspunkte. Rufen Sie 08719180219 Identifier Code: 45239 Läuft 06.05.05,german
ham,"Ah, et bien ça confond les choses, n'est-ce pas?",french
ham,"Quand les gens voient mes msgs, ils pensent que je suis accro à la msging... Ils ont tort, Bcoz Ils ne savent pas que je suis accro à mes doux Amis.!! BSLVYL",french
ham,Warum antwortest du dann nicht?,german
ham,"Ich nehme an, der Beitrag ist dann gekommen! Sie müssen 1000s von Texten jetzt haben! Happy reading. Mein von wiv hallo caroline am Ende ist mein Favorit. Segne ihn",german
ham,Do well :)all will for little time. Thing of good times ahead:,english
ham,R u still working now?,english
ham,"?????? ????? ?? ?? ?? ????? ??? ??? ???? ??? ?? ??? ???? ??? ?? ?????? ?? ??????? ??? ???? ??, ???? ?? ?? ???? ??? ??? ?? ??? ???? ?? ???... ????? ?? ?? ?????? ???? ?? ????? ???? ?? ???? ??? ??, ?? ????? ??? ?? ?? ?? ???? ?? ?? ??? ???? ???...",hindi
ham,"Es ist in England! Aber Telly hat beschlossen, es nicht zulassen, dass ich es zu sehen und Mia und Elliot küssten! Verdammt!",german
spam,Prêts à toute fin même si vous avez un mauvais crédit! Locataires Bienvenue. Appelez NoWorriesLoans.com sur 08717111821,french
ham,Hi.:)technical support.providing assistance to us customer through call and email:),english
ham,Happy new year to u too!,english
ham,"??? ???? ??? ??, ????",hindi
spam,PRIVÉ! Votre relevé de compte 2003 pour les chiffres de 800 points S. I. M. non revus. Appelez le 08715203652 Code d'identification: 42810 Expire 29/10/0,french
ham,Keine Nachricht. Keine Antwort. Was ist passiert?,german
ham,Zu Hause auch.,german
ham,Où peut télécharger des films clairs. Dvd copies.,french
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,english
ham,HUNT UETCHES DES DESS ???? ??.,hindi
ham,K.i did't see you.:)k:)where are you now?,english
ham,Est-ce que tu as eu cette histoire de personnes,french
ham,"Il y a quelqu'un ici qui a un an &lt;#&gt; toyota camry comme le propre de mr olayiwola. Mileage est &lt;#&gt; k.its propre, mais j'ai besoin de savoir pour combien il va vendre. Si je peux lever la pâte pour elle combien de temps après l'atterrissage il va vendre. Holla retour.",french
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,english
ham,"??? ??? ??? ?? ?? ???? ?????? ???? ???? ??, ?? ???? ?? ??? ???? ????",hindi
ham,You do got a shitload of diamonds though,english
spam,"???? Retingon ???? ?? ??? ???????, ???????? T1. ???? ????? ?????? GBP 4 ?? ???? ????? ?????. ?? ???? ?? ??? ??? ??????? ?? ???? ??? ??? ?? 09059999999",hindi
ham,I dont want to hear anything,english
ham,"?? ?????, ?? ???? ? ???",hindi
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",english
ham,Ansonsten hatte Teilzeitarbeit na-tuition..,german
ham,"Ok, ich habe u da die neueste Version von da Projekt geschickt.",german
ham,Um 4. Gehen wir zu Bill Millers.,german
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,english
ham,"Ok, kein Problem.",german
spam,"Sie sind garantiert das neueste Nokia Phone, ein 40GB iPod MP3-Player oder ein £500 Preis! Txt Wort: COLLECT auf Nr: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",german
ham,Then ü come n pick me at 530 ar?,english
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",english
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",english
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",english
ham,??? ??? ??? ??? ?????? ?? ??? ???. ??? ???? ???? ??. ??...,hindi
ham,K.k. Comment ça va maintenant?,french
ham,Du sagtest 2 Stunden und es war fast 4... ist dein Internet unten?,german
spam,"Nous connaissons quelqu'un que vous savez qui vous aime. Appelez le 09058097218 pour savoir qui. POBox 6, LS15HB 150p",french
ham,"????? ???? ??kku, ???? ??? ??? ?????? ?? y ??? ???? ?? ???? ?? ???? ???? ??? ????? ???? ??.",hindi
ham,Guten Morgen plz nennen Sie mich Sir,german
ham,"???, ?? ??? ?? ??????? ???? ???",hindi
ham,??? ? ????? ???? ?? ?? ????? ????? ??!,hindi
ham,HEY DAS COOL... IKNOW TOUS LES 2 WELLDA PERIL DE CRISE FINANCIÈRE DE L'ÉTUDE!SPK 2 U L8R.,french
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,english
spam,Félicitations pour avoir reçu une offre de CD de Virgin Records ou un Mystery Gift GARANTIED Appeler 09061104283 Ts&Cs www.smsco.net £1.50pm environ 3mins,french
spam,"Neue Handys von 2004, MUSS gehen! Txt: NOKIA zu Nr: 89545 & sammeln Sie Ihre heute! Von nur £ 1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",german
ham,"Hiya, probably coming home * weekend after next",english
ham,Please leave this topic..sorry for telling that..,english
ham,Sat right? Okay thanks...,english
ham,Voulez-vous bold 2 ou bb torch,french
ham,Arun peut me transfr d amt,french
ham,"Glaubst du wirklich, dass ich Shuhui geschickt habe?",german
ham,Laisse-moi sortir de chez moi.,french
ham,"On fait la même chose tous les deux, mais j'ai une montre TV 2.",french
ham,Warum bist du dann ins Hostel gekommen?,german
ham,Sie können es versuchen! Sie können sich tatsächlich verirren.,german
ham,Jordan wurde zum letzten Mal gewählt!,german
ham,"[...] ???? ??, ?? ????? ????? ?? ??. ??.",hindi
ham,Und jetzt?,german
ham,??? ??????? ?? ???? ??? ???? ???,hindi
ham,I place all ur points on e cultures module already.,english
ham,??? ?? ????...,hindi
ham,"Sicher, aber stellen Sie sicher, dass er weiß, dass wir noch nicht rauchen",german
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,english
ham,Ich kann Lasagne für dich machen... Wodka...,german
ham,Dix-sept livres pour sept cents ml – l'espoir est bon.,french
ham,"???? ????, ??? ?? ?? ???? ?? ?????????? ?? ????? ????? ?? ???... / ???... ?? ???????? ???? ?? ??? ??? ""?????"" ?? thuckry ?? ???? ????? ?? ???, ??? ??? ? ?????",hindi
ham,Oh dang! I didn't mean o send that to you! Lol!,english
ham,C'est mieux maintenant que j'ai un rôti!,french
ham,"???, ??? ?? ????? ???? &ap ??? ???? ?????; ??????? ??? ?? ?? ??? ?? ?? ??? ????? ???",hindi
ham,Vous pouvez me retrouver au Sunoco sur Howard?,french
ham,Helloooo... Réveillez-vous..! "Sweet" "matin" "accueille" "Vous" "Enjoy" "Ce jour" "avec beaucoup de joie".. "GUD MRN".,french
ham,"Ich wollte nur herausfinden, wann ich diese Woche ein paar andere Leute treffen werde, aber ich habe keine Termine festgelegt.",german
ham,"Hängt von individuellen lor e Friseur sagen hübsch, aber meine Eltern sagen Look Gong. U kaypoh.. Ich auch dunno wat sie sammeln.",german
ham,??? ?????? ?? ????...... ??????? ??? ?? ??? ???? ?? ?? ?? ??? ?? ??? ???:),hindi
ham,"So viele Menschen scheint auf den ersten Blick etwas Besonderes zu sein, aber nur sehr wenige werden Ihnen bis zu Ihrem letzten Anblick etwas Besonderes bleiben.. Pflegen Sie sie, bis das Leben endet.. take cr da",german
ham,"Mum sagt, wir wollen dann gehen... dann kann sie bian watch da glass exhibition meiden...",german
ham,Tu vas passer l'examen de ccna cette semaine?,french
ham,"C'est rassurant, dans ce monde fou.",french
spam,"INFORMATIONS URGENTES ET IMPORTANTES POUR L'UTILISATEUR D'O2. AUJOURD'HUI, C'EST VOTRE JOUR LUTTE! 2 RENDEZ-VOUS POURQUOI CONNEXION À HTTP://WWW.URAWINNER.COM Y A-T-IL UNE SURPRISE FANTASTIQUE?",french
ham,???? ??? ???? ????? ?? ???? ??? ???? ?? ?? ????? ???? ???? ???? ?? ??? ???? ???? ????? ??? ????? ?? ????? ???? ????? x ?????? ?? ????? ??,hindi
